day,level,filename,title,prompt
82,3,img_day82.png,People Who Help,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Many people help us every day. The doctor helps us feel well. The nurse is kind and gentle."
83,3,img_day83.png,More Jobs,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: So many jobs to do! The baker makes fresh bread. The dancer moves so well."
84,3,img_day84.png,At Work,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Dad has a good job. He works in a big office. To fix things, we need the right tool."
85,3,img_day85.png,Places in Town,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: There are many places in town. Planes fly from the airport. We see old things at the museum."
86,3,img_day86.png,Money and Shopping,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo has a shiny coin. He goes to the shop. What is the price?"
87,3,img_day87.png,Our World,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: We all live in one world. Each country has its own flag. The Earth is our big home."
88,3,img_day88.png,Week 12 Jobs Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
89,3,img_day89.png,Big Wide World,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: The world is big and wide! The sun rises in the east. It sets in the west."
90,3,img_day90.png,A New Journey,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo and Mimi stand on a green hill. What a long journey! says Leo."
91,4,img_day91.png,Getting Ready,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: The three friends were excited for their adventure. Leo packed his backpack with a snack and a torch. Mimi put her camera in her suitcase."
92,4,img_day92.png,On the Way,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: The friends took a ferry across the lake. Leo found a seat by the window. Look at the big engine!"
93,4,img_day93.png,In the Forest,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: They walked into the green forest. A small trail went up a tall hill. From the top, they saw a wide valley."
94,4,img_day94.png,Animals We See,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: In the forest, they met a park ranger. She was their guide. Look, a squirrel!"
95,4,img_day95.png,Picnic Lunch,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: It was time for a picnic! Mimi opened the basket. Leo made a sandwich for everyone."
96,4,img_day96.png,Evening and Home,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: In the evening, they made a campfire near the lake. They sat by the warm tent. The sunset was orange and pink."
97,4,img_day97.png,Week 17 A Day Out Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
98,4,img_day98.png,A New Friend,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: A new boy came to school. He looked shy and nervous. Leo walked over and greeted him with a smile."
99,4,img_day99.png,Sharing is Caring,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Ben had only one cake. He gave half to Mimi. That was very generous!"
100,4,img_day100.png,Saying Sorry,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo and Ben began to argue about a game. It turned into a quarrel. Ben broke Leo's pencil by mistake."
101,4,img_day101.png,Best Friends,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Mimi told Leo a secret. She knew she could trust him. Leo kept the promise and told nobody."
102,4,img_day102.png,Helping Others,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Ben could not finish his homework. Leo helped him and gave good advice. Do not worry, we will support you!"
103,4,img_day103.png,Kind Words,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Mimi gave Ben a nice compliment about his drawing. Never tease your friends in a mean way, she said. Leo is a good listener."
104,4,img_day104.png,Week 18 Friends Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
